element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm
330,Column,14,0.4,0.4,2.8,15,Steel,924,10,14,18,4.48,73.92
331,Slab,14,7.5,4.0,0.15,1,Plywood,501,16,13,16,3.45,4.002
332,Slab,10,10.0,4.0,0.15,1,Plywood,472,15,9,13,4.2,4.83
333,Column,8,0.3,0.6,2.8,13,Steel,993,10,7,9,5.04,72.072
334,Column,21,0.3,0.6,2.8,35,Steel,928,11,20,23,5.04,195.804
335,Beam,12,0.3,0.6,4.0,7,Steel,936,13,11,15,7.2,56.952
336,Slab,21,10.0,4.0,0.15,1,Plywood,483,15,20,23,4.2,4.83
337,Slab,25,6.0,5.0,0.15,1,Plywood,483,14,24,26,3.3,3.762
338,Slab,8,6.0,4.0,0.15,1,Plywood,436,13,9,13,3.0,3.39
339,Slab,6,6.0,5.0,0.15,1,Plywood,434,13,6,8,3.3,3.729
340,Column,24,0.4,0.4,2.8,33,Steel,899,9,24,26,4.48,161.146
341,Column,16,0.3,0.6,3.3,12,Steel,913,10,17,20,5.94,78.408
342,Column,8,0.4,0.4,3.2,26,Steel,971,8,8,11,5.12,143.77
343,Wall,16,3.0,0.2,3.0,22,Plywood,554,9,15,18,19.2,460.416
344,Beam,13,0.3,0.6,4.5,12,Steel,985,12,14,17,8.1,108.864
345,Column,23,0.4,0.4,3.2,39,Steel,1008,9,24,26,5.12,217.651
346,Column,7,0.35,0.55,3.0,25,Steel,1000,8,6,9,5.4,145.8
347,Slab,25,6.0,4.0,0.15,1,Plywood,454,14,26,28,3.0,3.42
348,Slab,24,7.5,4.0,0.15,1,Plywood,458,12,23,26,3.45,3.864
349,Slab,5,6.0,5.0,0.15,1,Plywood,508,14,6,10,3.3,3.762
350,Column,5,0.3,0.6,2.8,27,Steel,899,8,5,8,5.04,146.966
351,Wall,14,6.0,0.2,3.0,10,Plywood,484,9,13,16,37.2,405.48
352,Slab,2,8.0,4.0,0.15,1,Plywood,507,12,3,7,3.6,4.032
353,Slab,8,7.5,4.0,0.15,1,Plywood,490,15,8,11,3.45,3.968
354,Slab,11,6.0,5.0,0.15,1,Plywood,465,13,12,15,3.3,3.729
355,Wall,25,6.0,0.2,3.0,18,Plywood,505,12,24,27,37.2,749.952
356,Wall,25,3.0,0.2,3.0,21,Plywood,496,10,24,26,19.2,443.52
357,Beam,4,0.3,0.6,6.0,13,Steel,851,10,4,8,10.8,154.44
358,Beam,23,0.3,0.6,5.0,28,Steel,868,12,22,25,9.0,282.24
359,Beam,3,0.25,0.5,4.5,12,Steel,882,12,3,6,6.75,90.72
360,Slab,19,6.0,5.0,0.15,1,Plywood,538,15,19,21,3.3,3.795
361,Beam,22,0.25,0.5,4.5,28,Steel,992,10,23,25,6.75,207.9
362,Column,23,0.35,0.55,3.3,33,Steel,997,11,22,26,5.94,217.582
363,Column,6,0.35,0.55,3.2,33,Steel,904,10,5,7,5.76,209.088
364,Wall,23,4.5,0.2,3.0,12,Plywood,491,9,24,28,28.2,368.856
365,Wall,3,4.0,0.2,3.0,4,Plywood,533,11,4,6,25.2,111.888
366,Wall,13,5.0,0.2,3.0,3,Plywood,550,11,12,14,31.2,103.896
367,Beam,12,0.3,0.6,4.5,29,Steel,862,13,13,15,8.1,265.437
368,Slab,8,6.0,5.0,0.15,1,Plywood,531,13,7,9,3.3,3.729
369,Slab,1,6.0,5.0,0.15,1,Plywood,425,14,2,4,3.3,3.762
370,Column,20,0.35,0.55,3.0,33,Steel,1020,11,19,21,5.4,197.802
371,Column,9,0.4,0.4,2.8,22,Steel,932,9,8,10,4.48,107.43
372,Wall,17,6.0,0.2,3.0,22,Plywood,556,9,18,22,37.2,892.056
373,Column,11,0.23,0.45,3.0,24,Steel,972,11,10,14,4.08,108.691
374,Beam,10,0.23,0.6,4.5,23,Steel,866,12,10,12,7.47,192.427
375,Slab,23,6.0,4.0,0.15,1,Plywood,434,16,23,26,3.0,3.48
376,Slab,3,6.0,5.0,0.15,1,Plywood,463,12,2,5,3.3,3.696
377,Column,19,0.3,0.45,3.3,33,Steel,940,10,18,22,4.95,179.685
378,Slab,19,7.5,4.0,0.15,1,Plywood,484,13,19,22,3.45,3.898
379,Column,10,0.4,0.4,3.3,15,Steel,925,10,10,12,5.28,87.12
380,Slab,7,6.0,5.0,0.15,1,Plywood,524,16,6,10,3.3,3.828
381,Column,1,0.3,0.6,3.0,37,Steel,970,11,2,5,5.4,221.778
382,Slab,24,8.0,4.0,0.15,1,Plywood,486,15,23,26,3.6,4.14
383,Slab,24,10.0,4.0,0.15,1,Plywood,474,14,24,26,4.2,4.788
384,Column,7,0.4,0.4,2.8,30,Steel,994,10,8,11,4.48,147.84
385,Column,1,0.4,0.4,3.0,7,Steel,965,11,1,5,4.8,37.296
386,Slab,4,7.5,4.0,0.15,1,Plywood,460,16,5,8,3.45,4.002
387,Column,2,0.3,0.6,2.8,25,Steel,940,8,2,6,5.04,136.08
388,Column,21,0.3,0.45,3.0,11,Steel,922,9,21,25,4.5,53.955
389,Beam,23,0.25,0.5,5.0,7,Steel,960,10,24,27,7.5,57.75
390,Wall,4,4.0,0.2,3.0,5,Plywood,566,12,4,7,25.2,141.12
391,Beam,19,0.23,0.45,4.0,22,Steel,883,10,19,21,5.44,131.648
392,Beam,5,0.25,0.5,4.5,23,Steel,882,11,5,8,6.75,172.328
393,Wall,10,4.0,0.2,3.0,18,Plywood,531,9,9,11,25.2,494.424
394,Beam,15,0.23,0.45,4.5,21,Steel,855,11,16,18,6.12,142.657
395,Beam,18,0.23,0.45,4.0,27,Steel,883,10,18,22,5.44,161.568
396,Beam,22,0.3,0.6,4.5,5,Steel,927,11,21,23,8.1,44.955
397,Column,2,0.3,0.6,3.0,17,Steel,889,11,1,5,5.4,101.898
398,Column,5,0.3,0.6,3.0,8,Steel,1014,9,6,9,5.4,47.088
399,Slab,8,8.0,4.0,0.15,1,Plywood,477,15,8,11,3.6,4.14
400,Column,8,0.4,0.4,2.8,10,Steel,995,10,8,11,4.48,49.28
401,Slab,25,6.0,5.0,0.15,1,Plywood,503,16,25,27,3.3,3.828
402,Column,20,0.23,0.45,3.2,38,Steel,918,11,19,23,4.352,183.567
403,Beam,9,0.23,0.6,4.0,24,Steel,862,11,8,11,6.64,176.89
404,Column,25,0.23,0.45,3.3,34,Steel,941,11,24,28,4.488,169.377
405,Beam,13,0.3,0.6,4.5,21,Steel,918,13,14,17,8.1,192.213
406,Slab,13,10.0,4.0,0.15,1,Plywood,448,12,14,16,4.2,4.704
407,Beam,11,0.25,0.5,5.5,26,Steel,893,13,10,12,8.25,242.385
408,Column,4,0.4,0.4,3.0,30,Steel,931,9,5,8,4.8,156.96
409,Column,24,0.4,0.4,3.3,33,Steel,973,9,25,28,5.28,189.922
410,Slab,1,6.0,5.0,0.15,1,Plywood,521,14,1,5,3.3,3.762
411,Column,5,0.23,0.45,3.3,30,Steel,970,8,5,7,4.488,145.411
412,Slab,6,7.5,4.0,0.15,1,Plywood,460,16,5,7,3.45,4.002
413,Column,7,0.3,0.45,3.0,38,Steel,899,8,8,10,4.5,184.68
414,Column,4,0.35,0.55,3.2,36,Steel,965,8,5,8,5.76,223.949
415,Slab,1,6.0,4.0,0.15,1,Plywood,509,12,1,3,3.0,3.36
416,Beam,17,0.3,0.6,4.0,22,Steel,960,10,18,21,7.2,174.24
417,Column,25,0.35,0.55,3.0,26,Steel,976,9,24,28,5.4,153.036
418,Wall,4,3.0,0.2,3.0,21,Plywood,527,9,4,7,19.2,439.488
419,Column,8,0.35,0.55,3.0,36,Steel,892,10,7,11,5.4,213.84
420,Beam,13,0.23,0.45,4.0,11,Steel,809,13,14,16,5.44,67.619
421,Beam,24,0.23,0.45,5.5,7,Steel,876,11,23,26,7.48,58.12
422,Beam,18,0.3,0.6,5.5,25,Steel,903,13,19,21,9.9,279.675
423,Slab,20,10.0,4.0,0.15,1,Plywood,487,15,21,24,4.2,4.83
424,Column,15,0.23,0.45,3.2,19,Steel,986,8,14,16,4.352,89.303
425,Wall,11,6.0,0.2,3.0,22,Plywood,540,11,10,12,37.2,908.424
426,Beam,5,0.23,0.45,5.5,5,Steel,878,11,4,8,7.48,41.514
427,Wall,22,4.5,0.2,3.0,23,Plywood,473,10,23,26,28.2,713.46
428,Slab,21,8.0,4.0,0.15,1,Plywood,455,16,20,22,3.6,4.176
429,Wall,1,3.0,0.2,3.0,10,Plywood,561,9,1,5,19.2,209.28
430,Beam,18,0.3,0.6,5.5,23,Steel,931,13,19,21,9.9,257.301
431,Beam,3,0.23,0.45,4.5,20,Steel,836,10,2,5,6.12,134.64
432,Beam,19,0.23,0.45,5.5,19,Steel,869,11,19,22,7.48,157.753
433,Slab,21,7.5,4.0,0.15,1,Plywood,473,14,20,22,3.45,3.933
434,Beam,4,0.25,0.5,4.0,19,Steel,872,11,5,9,6.0,126.54
435,Slab,11,8.0,4.0,0.15,1,Plywood,488,14,11,13,3.6,4.104
436,Column,4,0.3,0.6,3.2,30,Steel,933,10,5,7,5.76,190.08
437,Slab,15,8.0,4.0,0.15,1,Plywood,437,16,14,17,3.6,4.176
438,Column,24,0.4,0.4,3.2,20,Steel,887,8,25,29,5.12,110.592
439,Wall,3,6.0,0.2,3.0,14,Plywood,483,10,3,6,37.2,572.88
440,Column,10,0.23,0.45,3.2,30,Steel,966,11,9,11,4.352,144.922
441,Column,25,0.4,0.4,3.3,20,Steel,952,10,25,27,5.28,116.16
442,Slab,8,8.0,4.0,0.15,1,Plywood,489,13,7,9,3.6,4.068
443,Slab,4,8.0,4.0,0.15,1,Plywood,482,12,5,9,3.6,4.032
444,Slab,13,10.0,4.0,0.15,1,Plywood,453,16,14,18,4.2,4.872
445,Wall,13,4.5,0.2,3.0,6,Plywood,528,12,14,16,28.2,189.504
446,Column,17,0.3,0.6,2.8,18,Steel,942,11,17,21,5.04,100.699
447,Slab,8,10.0,4.0,0.15,1,Plywood,518,16,9,13,4.2,4.872
448,Beam,24,0.3,0.6,5.0,8,Steel,997,13,25,28,9.0,81.36
449,Beam,14,0.23,0.6,6.0,16,Steel,795,11,14,16,9.96,176.89
450,Beam,8,0.25,0.5,6.0,7,Steel,914,12,7,9,9.0,70.56
451,Column,25,0.3,0.6,3.3,10,Steel,956,8,24,28,5.94,64.152
452,Beam,24,0.25,0.5,4.5,15,Steel,937,12,24,27,6.75,113.4
453,Slab,13,8.0,4.0,0.15,1,Plywood,510,13,13,15,3.6,4.068
454,Column,1,0.35,0.55,2.8,31,Steel,999,10,1,3,5.04,171.864
455,Wall,15,4.0,0.2,3.0,4,Plywood,541,11,16,19,25.2,111.888
456,Beam,14,0.23,0.45,5.5,20,Steel,845,12,13,16,7.48,167.552
457,Column,4,0.35,0.55,3.0,33,Steel,988,10,3,7,5.4,196.02
458,Beam,16,0.25,0.5,6.0,28,Steel,890,12,16,20,9.0,282.24
459,Column,22,0.35,0.55,3.3,15,Steel,928,11,23,26,5.94,98.901
460,Column,3,0.23,0.45,3.3,33,Steel,1011,10,4,7,4.488,162.914
461,Slab,19,10.0,4.0,0.15,1,Plywood,559,12,20,23,4.2,4.704
462,Column,4,0.23,0.45,3.0,28,Steel,935,9,4,8,4.08,124.522
463,Column,19,0.23,0.45,2.8,11,Steel,913,10,19,22,3.808,46.077
464,Slab,11,6.0,5.0,0.15,1,Plywood,511,13,11,13,3.3,3.729
465,Column,1,0.35,0.55,3.0,33,Steel,937,11,1,4,5.4,197.802
466,Slab,25,8.0,4.0,0.15,1,Plywood,534,15,26,30,3.6,4.14
467,Slab,5,6.0,5.0,0.15,1,Plywood,441,13,6,10,3.3,3.729
468,Column,15,0.3,0.6,3.0,7,Steel,950,10,16,20,5.4,41.58
469,Beam,5,0.23,0.6,5.5,12,Steel,919,13,5,9,9.13,123.803
470,Column,24,0.4,0.4,3.2,20,Steel,973,11,25,29,5.12,113.664
471,Beam,19,0.23,0.45,6.0,29,Steel,969,13,18,20,8.16,267.403
472,Column,21,0.3,0.6,3.2,12,Steel,993,11,21,23,5.76,76.723
473,Wall,11,4.5,0.2,3.0,4,Plywood,525,10,10,12,28.2,124.08
474,Column,12,0.35,0.55,3.3,11,Steel,874,10,12,14,5.94,71.874
475,Slab,16,10.0,4.0,0.15,1,Plywood,482,16,17,20,4.2,4.872
476,Column,20,0.35,0.55,3.2,18,Steel,973,11,20,23,5.76,115.085
477,Column,22,0.4,0.4,3.3,20,Steel,863,8,23,26,5.28,114.048
478,Beam,1,0.3,0.6,5.5,20,Steel,879,12,2,5,9.9,221.76
479,Beam,17,0.23,0.45,4.5,22,Steel,893,13,16,19,6.12,152.143
480,Wall,3,4.0,0.2,3.0,7,Plywood,614,9,4,8,25.2,192.276
481,Column,8,0.23,0.45,2.8,22,Steel,927,9,7,9,3.808,91.316
482,Column,21,0.4,0.4,2.8,10,Steel,996,8,21,24,4.48,48.384
483,Beam,7,0.23,0.6,6.0,20,Steel,893,13,7,9,9.96,225.096
484,Beam,20,0.25,0.5,6.0,23,Steel,958,13,19,22,9.0,233.91
485,Wall,12,3.0,0.2,3.0,9,Plywood,525,12,12,15,19.2,193.536
486,Wall,6,4.0,0.2,3.0,5,Plywood,518,11,7,9,25.2,139.86
487,Wall,9,5.0,0.2,3.0,5,Plywood,522,10,8,11,31.2,171.6
488,Column,14,0.3,0.45,3.2,18,Steel,925,8,13,17,4.8,93.312
489,Beam,20,0.23,0.6,6.0,19,Steel,935,13,20,24,9.96,213.841
490,Slab,16,6.0,4.0,0.15,1,Plywood,493,12,15,17,3.0,3.36
491,Column,24,0.4,0.4,3.0,7,Steel,874,11,23,26,4.8,37.296
492,Slab,22,8.0,4.0,0.15,1,Plywood,478,14,22,26,3.6,4.104
493,Column,19,0.3,0.45,3.0,16,Steel,941,10,19,21,4.5,79.2
494,Column,16,0.3,0.6,2.8,37,Steel,962,9,17,21,5.04,203.263
495,Wall,8,4.0,0.2,3.0,13,Plywood,505,11,8,12,25.2,363.636
496,Column,11,0.23,0.45,3.3,20,Steel,950,9,10,12,4.488,97.838
497,Wall,3,4.5,0.2,3.0,3,Plywood,556,10,3,7,28.2,93.06
498,Column,10,0.3,0.45,3.2,34,Steel,963,11,9,13,4.8,181.152
499,Column,24,0.3,0.6,3.2,10,Steel,961,11,23,26,5.76,63.936
500,Column,11,0.3,0.6,3.0,17,Steel,913,8,12,15,5.4,99.144
501,Column,3,0.3,0.45,3.3,14,Steel,1012,9,3,6,4.95,75.537
502,Beam,17,0.23,0.45,4.0,7,Steel,877,11,17,19,5.44,42.269
503,Column,25,0.23,0.45,2.8,26,Steel,942,9,25,29,3.808,107.919
504,Beam,22,0.3,0.6,5.0,28,Steel,897,13,21,24,9.0,284.76
505,Wall,7,3.0,0.2,3.0,13,Plywood,479,9,8,11,19.2,272.064
506,Beam,12,0.23,0.45,4.5,11,Steel,907,13,11,15,6.12,76.072
507,Column,14,0.3,0.6,3.0,25,Steel,964,11,15,17,5.4,149.85
508,Beam,7,0.23,0.6,6.0,25,Steel,887,10,8,11,9.96,273.9
509,Slab,7,8.0,4.0,0.15,1,Plywood,462,14,6,9,3.6,4.104
510,Beam,6,0.23,0.6,4.0,14,Steel,911,10,5,7,6.64,102.256
511,Column,25,0.3,0.6,2.8,11,Steel,952,11,26,28,5.04,61.538
512,Beam,19,0.3,0.6,4.5,28,Steel,922,12,18,21,8.1,254.016
513,Beam,22,0.3,0.6,5.0,16,Steel,954,12,21,23,9.0,161.28
514,Column,21,0.3,0.6,3.2,10,Steel,1032,10,22,25,5.76,63.36
515,Column,24,0.4,0.4,3.3,26,Steel,931,11,23,25,5.28,152.381
516,Wall,3,5.0,0.2,3.0,14,Plywood,538,9,3,5,31.2,476.112
517,Column,23,0.3,0.45,2.8,13,Steel,940,8,23,27,4.2,58.968
518,Column,2,0.3,0.45,3.3,35,Steel,981,8,2,4,4.95,187.11
519,Column,12,0.4,0.4,3.3,20,Steel,892,8,11,13,5.28,114.048
520,Beam,15,0.23,0.45,5.0,13,Steel,939,13,15,17,6.8,99.892
521,Beam,9,0.3,0.6,4.5,24,Steel,895,11,9,12,8.1,215.784
522,Column,4,0.23,0.45,2.8,18,Steel,913,11,5,8,3.808,76.084
523,Beam,5,0.23,0.6,5.5,29,Steel,975,11,6,9,9.13,293.895
524,Slab,21,6.0,4.0,0.15,1,Plywood,468,12,21,24,3.0,3.36
525,Column,8,0.3,0.45,3.3,22,Steel,908,10,7,10,4.95,119.79
526,Wall,8,6.0,0.2,3.0,13,Plywood,500,12,8,12,37.2,541.632
527,Column,24,0.4,0.4,2.8,32,Steel,959,8,24,28,4.48,154.829
528,Column,4,0.35,0.55,3.3,17,Steel,953,9,5,7,5.94,110.068
529,Wall,23,6.0,0.2,3.0,21,Plywood,541,9,24,26,37.2,851.508
530,Slab,24,6.0,5.0,0.15,1,Plywood,478,13,23,27,3.3,3.729
531,Column,15,0.23,0.45,3.2,31,Steel,996,11,14,16,4.352,149.752
532,Slab,5,10.0,4.0,0.15,1,Plywood,476,13,5,8,4.2,4.746
533,Beam,4,0.25,0.5,5.5,19,Steel,856,10,5,8,8.25,172.425
534,Column,8,0.35,0.55,3.2,35,Steel,999,11,7,9,5.76,223.776
535,Slab,15,6.0,5.0,0.15,1,Plywood,454,14,15,19,3.3,3.762
536,Slab,4,7.5,4.0,0.15,1,Plywood,461,13,5,9,3.45,3.898
537,Column,12,0.23,0.45,3.3,15,Steel,993,10,13,17,4.488,74.052
538,Beam,3,0.23,0.45,6.0,14,Steel,835,13,4,8,8.16,129.091
539,Beam,14,0.3,0.6,6.0,18,Steel,910,12,15,19,10.8,217.728
540,Column,1,0.3,0.6,3.0,31,Steel,997,8,2,5,5.4,180.792
541,Wall,18,5.0,0.2,3.0,17,Plywood,550,10,17,21,31.2,583.44
542,Beam,2,0.23,0.6,4.5,23,Steel,918,10,2,4,7.47,188.991
543,Beam,5,0.25,0.5,5.0,11,Steel,974,12,6,8,7.5,92.4
544,Beam,5,0.23,0.45,6.0,8,Steel,1000,12,5,7,8.16,73.114
545,Beam,21,0.23,0.6,6.0,24,Steel,923,13,20,22,9.96,270.115
546,Column,2,0.3,0.45,3.3,24,Steel,874,11,3,6,4.95,131.868
547,Wall,11,4.0,0.2,3.0,16,Plywood,508,9,10,14,25.2,439.488
548,Beam,15,0.25,0.5,5.5,18,Steel,838,10,14,18,8.25,163.35
549,Slab,13,8.0,4.0,0.15,1,Plywood,489,14,14,16,3.6,4.104
550,Beam,18,0.23,0.45,5.0,7,Steel,945,12,19,22,6.8,53.312
551,Column,21,0.3,0.6,2.8,13,Steel,987,11,20,24,5.04,72.727
552,Column,10,0.4,0.4,3.0,14,Steel,934,10,10,12,4.8,73.92
553,Beam,21,0.25,0.5,4.0,23,Steel,878,10,20,22,6.0,151.8
554,Column,8,0.35,0.55,3.2,29,Steel,987,8,8,11,5.76,180.403
555,Slab,25,8.0,4.0,0.15,1,Plywood,498,16,26,28,3.6,4.176
556,Wall,13,3.0,0.2,3.0,6,Plywood,546,11,14,17,19.2,127.872
557,Column,19,0.35,0.55,3.3,19,Steel,1016,11,18,21,5.94,125.275
558,Column,22,0.35,0.55,3.2,22,Steel,907,9,23,25,5.76,138.125
559,Slab,20,10.0,4.0,0.15,1,Plywood,467,12,19,21,4.2,4.704
560,Column,22,0.3,0.6,3.0,16,Steel,918,11,22,26,5.4,95.904
561,Wall,14,4.0,0.2,3.0,10,Plywood,582,10,14,16,25.2,277.2
562,Beam,2,0.23,0.6,5.5,11,Steel,846,13,2,5,9.13,113.486
563,Column,13,0.3,0.45,3.3,22,Steel,995,8,14,17,4.95,117.612
564,Column,5,0.23,0.45,3.2,32,Steel,958,9,5,9,4.352,151.798
565,Wall,23,3.0,0.2,3.0,19,Plywood,486,11,24,28,19.2,404.928
566,Column,6,0.23,0.45,3.3,23,Steel,908,10,6,8,4.488,113.546
567,Slab,6,6.0,5.0,0.15,1,Plywood,462,12,6,10,3.3,3.696
568,Column,7,0.3,0.6,3.3,36,Steel,981,10,7,9,5.94,235.224
569,Column,17,0.4,0.4,3.2,30,Steel,961,9,16,20,5.12,167.424
570,Wall,15,3.0,0.2,3.0,4,Plywood,561,12,16,19,19.2,86.016
571,Column,24,0.3,0.45,2.8,38,Steel,890,8,23,25,4.2,172.368
572,Column,11,0.3,0.45,2.8,17,Steel,1001,11,10,13,4.2,79.254
573,Beam,8,0.23,0.6,4.0,7,Steel,840,13,8,12,6.64,52.522
574,Wall,2,5.0,0.2,3.0,3,Plywood,495,9,3,6,31.2,102.024
575,Column,1,0.35,0.55,2.8,33,Steel,953,11,1,3,5.04,184.615
576,Column,10,0.35,0.55,3.2,30,Steel,932,11,9,13,5.76,191.808
577,Wall,24,4.0,0.2,3.0,12,Plywood,444,11,23,27,25.2,335.664
578,Slab,14,8.0,4.0,0.15,1,Plywood,506,13,15,18,3.6,4.068
579,Wall,23,4.0,0.2,3.0,21,Plywood,568,11,24,27,25.2,587.412
580,Slab,3,7.5,4.0,0.15,1,Plywood,513,15,2,6,3.45,3.968
581,Slab,3,6.0,4.0,0.15,1,Plywood,523,16,4,7,3.0,3.48
582,Beam,21,0.3,0.6,4.0,7,Steel,944,12,21,23,7.2,56.448
583,Column,3,0.3,0.45,3.0,6,Steel,899,10,2,6,4.5,29.7
584,Slab,2,7.5,4.0,0.15,1,Plywood,459,13,1,4,3.45,3.898
585,Slab,11,6.0,4.0,0.15,1,Plywood,462,16,12,16,3.0,3.48
586,Wall,24,4.0,0.2,3.0,9,Plywood,522,12,23,26,25.2,254.016
587,Beam,18,0.3,0.6,6.0,12,Steel,892,12,19,23,10.8,145.152
588,Column,3,0.23,0.45,3.2,13,Steel,931,9,3,6,4.352,61.668
589,Beam,21,0.23,0.6,5.5,13,Steel,969,10,22,24,9.13,130.559
590,Beam,22,0.3,0.6,4.5,22,Steel,1020,12,22,24,8.1,199.584
591,Beam,21,0.23,0.6,4.0,22,Steel,896,10,20,23,6.64,160.688
592,Slab,23,7.5,4.0,0.15,1,Plywood,477,12,23,27,3.45,3.864
593,Beam,6,0.25,0.5,5.0,7,Steel,953,11,7,9,7.5,58.275
594,Column,25,0.3,0.6,3.3,18,Steel,963,8,26,28,5.94,115.474
595,Beam,9,0.25,0.5,5.0,28,Steel,1010,11,9,11,7.5,233.1
596,Beam,21,0.23,0.45,5.5,7,Steel,862,12,20,24,7.48,58.643
597,Wall,15,5.0,0.2,3.0,18,Plywood,559,12,14,17,31.2,628.992
598,Beam,20,0.25,0.5,6.0,29,Steel,924,12,20,24,9.0,292.32
599,Beam,16,0.25,0.5,4.5,25,Steel,999,13,17,20,6.75,190.687
600,Beam,17,0.23,0.45,5.5,24,Steel,931,12,17,20,7.48,201.062
601,Beam,16,0.23,0.45,6.0,20,Steel,866,10,16,19,8.16,179.52
602,Column,20,0.23,0.45,3.2,39,Steel,994,10,21,23,4.352,186.701
603,Wall,19,4.5,0.2,3.0,6,Plywood,567,11,18,21,28.2,187.812
604,Wall,4,4.5,0.2,3.0,19,Plywood,509,9,3,6,28.2,584.022
605,Beam,21,0.23,0.6,5.5,18,Steel,865,10,22,26,9.13,180.774
606,Beam,14,0.25,0.5,5.5,7,Steel,808,13,14,16,8.25,65.257
607,Column,9,0.3,0.6,3.0,37,Steel,893,11,9,12,5.4,221.778
608,Beam,13,0.23,0.6,4.0,27,Steel,909,10,14,18,6.64,197.208
609,Beam,25,0.23,0.6,4.0,20,Steel,852,12,26,30,6.64,148.736
610,Slab,22,6.0,5.0,0.15,1,Plywood,488,16,22,24,3.3,3.828
611,Column,21,0.4,0.4,3.3,38,Steel,958,9,20,24,5.28,218.698
612,Slab,12,8.0,4.0,0.15,1,Plywood,444,15,13,16,3.6,4.14
613,Column,20,0.23,0.45,3.2,33,Steel,968,8,19,23,4.352,155.105
614,Slab,10,6.0,4.0,0.15,1,Plywood,397,16,9,12,3.0,3.48
615,Beam,18,0.23,0.6,5.0,9,Steel,874,13,17,20,8.3,84.411
616,Column,16,0.4,0.4,2.8,37,Steel,949,9,15,17,4.48,180.678
617,Beam,7,0.23,0.45,6.0,7,Steel,898,13,8,12,8.16,64.546
618,Slab,7,7.5,4.0,0.15,1,Plywood,462,13,7,10,3.45,3.898
619,Beam,2,0.23,0.6,6.0,16,Steel,926,12,3,6,9.96,178.483
620,Column,4,0.3,0.6,3.0,11,Steel,914,11,3,7,5.4,65.934
621,Beam,11,0.23,0.6,5.0,18,Steel,982,12,12,16,8.3,167.328
622,Column,12,0.23,0.45,3.3,24,Steel,943,8,12,14,4.488,116.329
623,Beam,5,0.3,0.6,4.0,14,Steel,959,10,5,9,7.2,110.88
624,Beam,11,0.3,0.6,5.5,14,Steel,922,12,10,12,9.9,155.232
625,Column,16,0.35,0.55,3.2,20,Steel,920,11,17,20,5.76,127.872
626,Beam,6,0.23,0.45,5.0,26,Steel,948,13,6,9,6.8,199.784
627,Slab,9,6.0,4.0,0.15,1,Plywood,491,13,10,14,3.0,3.39
628,Slab,10,6.0,5.0,0.15,1,Plywood,571,14,11,14,3.3,3.762
629,Column,13,0.3,0.45,3.2,38,Steel,940,9,12,15,4.8,198.816
630,Column,10,0.35,0.55,3.3,34,Steel,924,11,11,14,5.94,224.176
631,Beam,19,0.3,0.6,5.5,21,Steel,906,12,19,22,9.9,232.848
632,Column,9,0.4,0.4,3.2,8,Steel,899,11,8,10,5.12,45.466
633,Beam,11,0.23,0.45,4.5,28,Steel,920,11,12,14,6.12,190.21
634,Column,10,0.3,0.6,3.2,12,Steel,941,9,9,12,5.76,75.341
635,Column,5,0.3,0.45,3.3,28,Steel,927,8,6,8,4.95,149.688
636,Slab,18,8.0,4.0,0.15,1,Plywood,476,12,19,21,3.6,4.032
637,Column,6,0.3,0.6,3.3,21,Steel,1024,10,5,7,5.94,137.214
638,Slab,8,10.0,4.0,0.15,1,Plywood,473,12,8,10,4.2,4.704
639,Column,20,0.3,0.45,3.2,7,Steel,930,8,21,24,4.8,36.288
640,Beam,24,0.25,0.5,4.0,8,Steel,919,13,24,27,6.0,54.24
641,Beam,17,0.23,0.6,5.0,8,Steel,971,12,18,21,8.3,74.368
642,Slab,23,10.0,4.0,0.15,1,Plywood,499,14,24,27,4.2,4.788
643,Slab,22,6.0,4.0,0.15,1,Plywood,504,12,21,24,3.0,3.36
644,Beam,13,0.25,0.5,4.5,21,Steel,939,12,13,16,6.75,158.76
645,Beam,20,0.3,0.6,5.5,5,Steel,964,10,21,24,9.9,54.45
646,Column,9,0.35,0.55,3.2,6,Steel,934,10,9,11,5.76,38.016
647,Beam,12,0.3,0.6,5.0,19,Steel,846,10,12,16,9.0,188.1
648,Column,14,0.23,0.45,3.2,31,Steel,868,9,15,19,4.352,147.054
649,Beam,25,0.3,0.6,5.0,18,Steel,933,13,24,26,9.0,183.06
650,Column,22,0.3,0.6,3.3,29,Steel,914,10,22,24,5.94,189.486
651,Wall,13,4.5,0.2,3.0,8,Plywood,550,10,13,17,28.2,248.16
652,Beam,17,0.23,0.45,5.0,28,Steel,942,11,18,20,6.8,211.344
653,Beam,6,0.25,0.5,4.5,25,Steel,915,12,7,11,6.75,189.0
654,Beam,21,0.25,0.5,6.0,12,Steel,934,12,22,26,9.0,120.96
655,Column,14,0.3,0.6,3.2,12,Steel,918,9,14,17,5.76,75.341
656,Column,14,0.23,0.45,3.3,33,Steel,976,11,14,18,4.488,164.395
657,Wall,20,4.0,0.2,3.0,23,Plywood,517,9,19,22,25.2,631.764
658,Slab,16,10.0,4.0,0.15,1,Plywood,496,16,17,21,4.2,4.872
659,Column,2,0.35,0.55,3.0,28,Steel,926,10,1,3,5.4,166.32
