element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm,boq_area_sqm,actual_area_sqm,boq_adjustment_factor,actual_cost,duration_weeks,weekly_area_demand_sqm
175,Column,18,0.23,0.45,2.8,26,Steel,994,8,18,20,3.808,106.929,101.51650479786828,106.929,1.0533164061637923,105648.53983173922,3,35.643
176,Column,12,0.35,0.55,3.0,30,Steel,975,8,11,13,5.4,174.96,159.82126859066457,174.96,1.0947228835237748,185485.47445035516,3,58.32
177,Column,18,0.35,0.55,3.3,20,Steel,985,11,18,20,5.94,131.868,135.89381373254417,131.868,0.9703752980215311,125704.9159881808,3,43.955999999999996
178,Column,5,0.4,0.4,2.8,30,Steel,945,9,4,8,4.48,146.496,175.46011518957718,146.496,0.8349247909800886,151794.37890847062,5,29.299200000000003
179,Beam,23,0.23,0.6,5.5,8,Steel,966,11,24,28,9.13,81.074,94.65415280530526,81.074,0.8565287163550197,78601.42072250093,5,16.2148
180,Beam,13,0.25,0.5,5.0,15,Steel,875,13,12,16,7.5,127.125,142.9625383420394,127.125,0.8892189623539845,120376.40270417756,5,25.425
181,Slab,24,6.0,4.0,0.15,1,Plywood,487,14,25,29,3.0,3.42,3.991953095641366,3.42,0.8567234930024965,1873.0788709390265,5,0.6839999999999999
182,Beam,4,0.25,0.5,5.0,22,Steel,953,12,5,7,7.5,184.8,215.85268170484954,184.8,0.856139467623988,188780.9482460913,3,61.6
183,Column,13,0.3,0.45,3.3,8,Steel,999,11,14,17,4.95,43.956,46.40248142674403,43.956,0.9472769267607745,43584.317290828774,4,10.989
184,Slab,18,10.0,4.0,0.15,1,Plywood,522,14,18,22,4.2,4.788,4.763000490049752,4.788,1.0052486893508565,2398.9454335878168,5,0.9576
185,Column,13,0.3,0.45,3.0,25,Steel,916,9,14,16,4.5,122.625,138.76290734628296,122.625,0.8837015766323576,107710.52341273248,3,40.875
186,Wall,12,4.0,0.2,3.0,15,Plywood,555,12,13,17,25.2,423.36,465.06027371241095,423.36,0.9103336146527149,227390.093219009,5,84.672
187,Column,5,0.3,0.6,3.2,29,Steel,949,9,6,10,5.76,182.074,184.27660719808557,182.074,0.9880472772340664,184185.9563997331,5,36.4148
188,Beam,10,0.23,0.6,5.5,23,Steel,939,12,11,15,9.13,235.189,218.3353563584159,235.189,1.077191545715195,225180.60571653093,5,47.0378
189,Wall,6,3.0,0.2,3.0,20,Plywood,530,10,6,8,19.2,422.4,474.7931795501486,422.4,0.8896505219392801,223563.3690487149,3,140.79999999999998
190,Beam,8,0.23,0.6,4.0,28,Steel,934,10,9,11,6.64,204.512,200.16369750972507,204.512,1.021723731847348,189841.63128936733,3,68.17066666666666
191,Beam,18,0.23,0.45,6.0,28,Steel,920,11,17,20,8.16,253.613,299.528098063897,253.613,0.8467085446718186,265923.1218812995,4,63.40325
192,Slab,16,6.0,4.0,0.15,1,Plywood,482,15,17,21,3.0,3.45,3.3544045451308837,3.45,1.0284984871630583,1619.2710168101862,5,0.6900000000000001
193,Column,16,0.23,0.45,2.8,26,Steel,913,10,16,18,3.808,108.909,102.02893309830077,108.909,1.0674325085323648,100523.9993142344,3,36.303000000000004
194,Slab,10,7.5,4.0,0.15,1,Plywood,476,15,9,11,3.45,3.968,4.560556524897488,3.968,0.8700692510524672,1972.4318330458934,3,1.3226666666666667
195,Wall,24,4.0,0.2,3.0,11,Plywood,490,11,23,26,25.2,307.692,291.07210738524714,307.692,1.0570988844106444,143244.1809265303,4,76.923
196,Wall,3,5.0,0.2,3.0,7,Plywood,549,12,4,7,31.2,244.608,233.3023386965545,244.608,1.048459271204093,152310.22479757044,4,61.152
197,Beam,9,0.23,0.6,6.0,23,Steel,872,13,8,10,9.96,258.86,279.5208688239257,258.86,0.9260847001840844,218913.4481140056,3,86.28666666666668
198,Column,3,0.4,0.4,3.2,18,Steel,979,11,4,7,5.12,102.298,118.90798429607729,102.298,0.8603122877373909,108812.10581626103,4,25.5745
199,Slab,9,6.0,5.0,0.15,1,Plywood,458,14,8,10,3.3,3.762,3.6074961637254677,3.762,1.0428285517883895,1853.5527403378117,3,1.254
200,Beam,25,0.3,0.6,5.5,26,Steel,864,10,25,29,9.9,283.14,281.18551342347985,283.14,1.006950879341983,271986.04914065654,5,56.628
201,Column,10,0.23,0.45,3.2,38,Steel,999,9,10,14,4.352,180.26,204.2744988424064,180.26,0.8824400550313767,194536.0996317645,5,36.052
202,Column,23,0.35,0.55,2.8,26,Steel,928,10,23,27,5.04,144.144,171.75448450743963,144.144,0.8392444623112961,147660.86922334865,5,28.8288
203,Column,13,0.3,0.6,3.2,33,Steel,998,11,12,15,5.76,210.989,221.5853646406938,210.989,0.9521793117615143,217778.88391484861,4,52.74725
204,Beam,18,0.3,0.6,5.5,14,Steel,908,12,19,21,9.9,155.232,146.41004913481075,155.232,1.0602550912134878,147679.76701943993,3,51.744
205,Column,12,0.3,0.45,3.3,38,Steel,958,10,13,15,4.95,206.91,187.0840671869112,206.91,1.1059733899909348,216125.4525050737,3,68.97
206,Column,7,0.4,0.4,3.2,23,Steel,964,10,8,10,5.12,129.536,125.50701705057952,129.536,1.0321016549042576,132825.26513679957,3,43.178666666666665
207,Column,20,0.35,0.55,2.8,7,Steel,913,9,20,22,5.04,38.455,36.1302670154942,38.455,1.0643430889538916,36945.90809996253,3,12.818333333333333
208,Wall,25,4.5,0.2,3.0,23,Plywood,582,9,24,27,28.2,706.974,780.0027189356329,706.974,0.9063737636257403,407801.6904126178,4,176.7435
209,Column,7,0.3,0.6,3.2,12,Steel,984,8,7,10,5.76,74.65,69.91343894115596,74.65,1.0677489354061194,73574.71943249776,4,18.6625
210,Column,20,0.23,0.45,3.2,25,Steel,965,8,19,22,4.352,117.504,123.60233768554527,117.504,0.9506616314890424,115851.8899439945,4,29.376
211,Beam,7,0.3,0.6,4.0,21,Steel,885,13,8,10,7.2,170.856,189.35607081126028,170.856,0.9023000913992341,143927.9558531975,3,56.952
212,Column,18,0.4,0.4,2.8,30,Steel,1035,10,17,20,4.48,147.84,158.82968385216546,147.84,0.93080837545207,158136.20356389004,4,36.96
213,Wall,20,5.0,0.2,3.0,17,Plywood,512,12,19,21,31.2,594.048,570.2460978952062,594.048,1.0417397018456545,289113.3550070375,3,198.016
214,Wall,12,3.0,0.2,3.0,17,Plywood,468,10,13,17,19.2,359.04,409.7498609641439,359.04,0.8762419080635603,178617.17410179522,5,71.808
215,Beam,19,0.3,0.6,5.5,14,Steel,853,11,19,21,9.9,153.846,171.48015757886176,153.846,0.8971650258091697,143147.1350045192,3,51.282000000000004
216,Beam,7,0.25,0.5,5.5,29,Steel,875,10,6,10,8.25,263.175,295.20213456914183,263.175,0.8915077812161264,244654.32532192938,5,52.635000000000005
217,Beam,2,0.25,0.5,5.0,28,Steel,917,10,3,7,7.5,231.0,216.9823021829218,231.0,1.0646029546006979,230616.90107281384,5,46.2
218,Column,3,0.35,0.55,2.8,14,Steel,940,10,3,7,5.04,77.616,72.73598256723754,77.616,1.0670922047179516,69311.28015304382,5,15.5232
219,Column,12,0.4,0.4,3.0,11,Steel,961,10,11,14,4.8,58.08,68.43384988873738,58.08,0.8487027997756796,53687.68532116538,4,14.52
220,Column,23,0.35,0.55,3.2,14,Steel,910,11,23,25,5.76,89.51,91.23516723878114,89.51,0.981090983981363,88759.92090106431,3,29.83666666666667
221,Column,4,0.4,0.4,2.8,11,Steel,958,8,4,6,4.48,53.222,52.70492738218955,53.222,1.009810707337872,56624.78414084478,3,17.740666666666666
222,Beam,12,0.23,0.6,6.0,10,Steel,902,11,13,15,9.96,110.556,115.70516931536524,110.556,0.9554974998452256,109049.49356277312,3,36.852
223,Column,18,0.3,0.6,3.2,15,Steel,981,8,18,20,5.76,93.312,102.53675562641861,93.312,0.9100346449420733,99100.42348159819,3,31.104
224,Column,6,0.4,0.4,3.0,32,Steel,931,10,7,11,4.8,168.96,200.5026316531968,168.96,0.8426822062477708,171691.17960220933,5,33.792
225,Beam,19,0.23,0.6,4.5,19,Steel,920,12,18,20,7.47,158.962,156.72601953528755,158.962,1.0142668107780852,160565.05965633143,3,52.98733333333333
226,Beam,8,0.23,0.6,4.0,15,Steel,911,13,8,11,6.64,112.548,132.518801730663,112.548,0.849298352612239,112258.92948863897,4,28.137
227,Column,21,0.4,0.4,3.3,13,Steel,993,10,20,23,5.28,75.504,68.51669731128837,75.504,1.1019795606458755,82293.20519093696,4,18.876
228,Column,15,0.23,0.45,3.0,10,Steel,935,9,15,18,4.08,44.472,47.432030201507565,44.472,0.9375942756628308,40117.8214280674,4,11.118
229,Column,14,0.3,0.6,3.0,20,Steel,951,9,14,16,5.4,117.72,128.33746504412917,117.72,0.9172691696810567,107770.80580337836,3,39.24
230,Column,5,0.3,0.6,3.3,10,Steel,950,8,6,8,5.94,64.152,59.7748590736255,64.152,1.073227122476075,62298.82765363044,3,21.384
231,Slab,12,7.5,4.0,0.15,1,Plywood,517,15,11,15,3.45,3.968,3.7382602563448812,3.968,1.061456326713793,2165.351489128283,5,0.7936
232,Wall,22,4.5,0.2,3.0,6,Plywood,484,9,21,25,28.2,184.428,189.1741247048602,184.428,0.9749113431222962,98414.75050566228,5,36.8856
233,Beam,1,0.25,0.5,5.5,26,Steel,864,13,2,5,8.25,242.385,288.40653660744755,242.385,0.8404282470543036,212968.55312484354,4,60.59625
234,Beam,19,0.23,0.45,4.5,20,Steel,815,10,19,21,6.12,134.64,145.25135081024277,134.64,0.9269449079058444,110282.82740126627,3,44.879999999999995
235,Slab,13,6.0,5.0,0.15,1,Plywood,493,14,14,18,3.3,3.762,4.438810007897999,3.762,0.8475244476123674,2051.797821564992,5,0.7524
236,Beam,18,0.25,0.5,4.5,29,Steel,886,11,19,23,6.75,217.283,247.9868858481399,217.283,0.8761874615138233,192487.20509154155,5,43.456599999999995
237,Column,17,0.35,0.55,2.8,27,Steel,933,9,16,20,5.04,148.327,154.2918932441675,148.327,0.9613402031775704,154188.73484850838,5,29.665399999999998
238,Column,11,0.4,0.4,3.0,29,Steel,907,9,11,13,4.8,151.728,172.27637658844077,151.728,0.8807243512119497,135611.75922867065,3,50.576
239,Beam,8,0.23,0.45,6.0,13,Steel,902,13,7,10,8.16,119.87,108.52442858859646,119.87,1.1045439405575062,110490.05545008497,4,29.9675
240,Beam,16,0.23,0.45,6.0,20,Steel,918,10,17,19,8.16,179.52,167.44605908981544,179.52,1.0721064501357318,169778.79274901582,3,59.84
241,Column,4,0.23,0.45,2.8,11,Steel,916,9,4,7,3.808,45.658,52.4532155094948,45.658,0.8704518790032089,42236.860394181174,4,11.4145
242,Column,15,0.23,0.45,3.0,31,Steel,991,9,15,18,4.08,137.863,157.03217827433153,137.863,0.8779283425538209,129882.84716424647,4,34.46575
243,Column,3,0.4,0.4,2.8,19,Steel,967,8,2,4,4.48,91.93,89.15299902269228,91.93,1.0311487107304251,88638.67529822953,3,30.643333333333334
244,Column,17,0.35,0.55,2.8,10,Steel,964,11,17,19,5.04,55.944,59.25761219294204,55.944,0.9440812400244384,54875.44756655891,3,18.648
245,Beam,16,0.25,0.5,6.0,12,Steel,906,10,16,20,9.0,118.8,128.51840384974838,118.8,0.9243812282238564,109002.42510952188,5,23.759999999999998
246,Slab,3,10.0,4.0,0.15,1,Plywood,518,16,4,8,4.2,4.872,5.653087254839018,4.872,0.8618299665956136,2794.011852847508,5,0.9743999999999999
247,Beam,19,0.23,0.45,5.5,15,Steel,899,12,18,21,7.48,125.664,135.8342573459441,125.664,0.9251274491084941,108393.58476754672,4,31.416
248,Column,11,0.35,0.55,3.2,31,Steel,960,10,12,15,5.76,196.416,201.08509720513777,196.416,0.9767804910953964,193799.37557596486,4,49.104
249,Column,20,0.23,0.45,3.0,27,Steel,875,9,21,25,4.08,120.074,121.54553244842221,120.074,0.9878931588946172,100599.82289231801,5,24.0148
250,Slab,2,10.0,4.0,0.15,1,Plywood,492,16,3,6,4.2,4.872,5.007269257443522,4.872,0.9729854236932759,2723.329710310564,4,1.218
251,Beam,5,0.23,0.6,4.5,25,Steel,908,13,5,8,7.47,211.027,231.19681456051953,211.027,0.9127591156527818,212314.69387929435,4,52.75675
252,Column,13,0.23,0.45,3.0,26,Steel,987,10,14,16,4.08,116.688,135.3869240513746,116.688,0.8618853025697001,132035.82090937815,3,38.896
253,Column,5,0.3,0.45,2.8,6,Steel,993,8,4,6,4.2,27.216,28.20037726277657,27.216,0.9650934718495447,30593.72010548487,3,9.072000000000001
254,Slab,9,8.0,4.0,0.15,1,Plywood,492,15,8,11,3.6,4.14,4.033816737185587,4.14,1.0263232738948118,2063.690543853562,4,1.035
255,Slab,17,6.0,5.0,0.15,1,Plywood,533,15,18,20,3.3,3.795,3.6849401002727458,3.795,1.029867486779258,2201.376244708099,3,1.265
256,Wall,4,4.0,0.2,3.0,6,Plywood,513,9,3,5,25.2,164.808,185.21193644950856,164.808,0.8898346573085425,85502.7940766419,3,54.936
257,Beam,17,0.23,0.45,5.0,20,Steel,1012,12,18,22,6.8,152.32,174.401926213419,152.32,0.8733848490503658,173823.61521663712,5,30.464
258,Beam,3,0.23,0.6,4.0,8,Steel,911,13,4,7,6.64,60.026,55.91922660639712,60.026,1.0734411693943755,56441.79789297858,4,15.0065
259,Beam,5,0.23,0.6,6.0,11,Steel,874,10,6,8,9.96,120.516,110.87082216144309,120.516,1.0869947354093958,107982.9557324228,3,40.172000000000004
260,Column,15,0.3,0.6,3.2,11,Steel,1041,11,16,20,5.76,70.33,75.83895587159738,70.33,0.9273598138544448,82937.29338559788,5,14.065999999999999
261,Slab,20,7.5,4.0,0.15,1,Plywood,471,14,19,21,3.45,3.933,3.7121698108229646,3.933,1.059488170108274,2069.8235877238767,3,1.311
262,Beam,5,0.23,0.45,4.0,17,Steel,880,12,6,8,5.44,103.578,118.84532025572607,103.578,0.8715362100680571,104208.6642133447,3,34.526
263,Column,8,0.35,0.55,3.3,32,Steel,931,9,9,11,5.94,207.187,205.75749302589216,207.187,1.0069475330063822,185811.534102777,3,69.06233333333334
264,Wall,24,4.5,0.2,3.0,5,Plywood,484,11,23,27,28.2,156.51,147.61421886879407,156.51,1.060263714426541,75649.92288322024,5,31.302
265,Beam,25,0.3,0.6,6.0,18,Steel,905,13,24,28,10.8,219.672,258.39822768967895,219.672,0.8501296698668271,200825.2961972904,5,43.9344
266,Column,15,0.4,0.4,3.2,8,Steel,972,9,15,19,5.12,44.646,42.39849878797177,44.646,1.0530089808902818,44909.1453388423,5,8.9292
267,Column,12,0.3,0.6,2.8,29,Steel,936,9,13,15,5.04,159.314,156.99056855927574,159.314,1.0147998154414415,155772.44095425383,3,53.10466666666667
268,Wall,9,4.0,0.2,3.0,11,Plywood,554,9,9,13,25.2,302.148,285.85739403914704,302.148,1.0569885764739815,168778.40588046238,5,60.42960000000001
269,Wall,16,3.0,0.2,3.0,13,Plywood,530,11,15,17,19.2,277.056,258.94956452366057,277.056,1.0699226334272711,162711.59343809608,3,92.35199999999999
270,Beam,15,0.23,0.6,5.5,11,Steel,891,12,15,19,9.13,112.482,101.94743135206664,112.482,1.103333340607211,99685.1598086463,5,22.4964
271,Wall,8,3.0,0.2,3.0,8,Plywood,511,11,8,11,19.2,170.496,156.27980870426092,170.496,1.0909662701382068,94903.8822996907,4,42.624
272,Wall,1,4.0,0.2,3.0,9,Plywood,561,11,1,5,25.2,251.748,239.7628923075477,251.748,1.0499873336407655,158228.2514243148,5,50.349599999999995
273,Slab,4,7.5,4.0,0.15,1,Plywood,470,14,4,7,3.45,3.933,3.602685342306804,3.933,1.0916856806266892,1979.2729464137772,4,0.98325
274,Wall,24,4.0,0.2,3.0,24,Plywood,523,10,25,28,25.2,665.28,716.734847394692,665.28,0.9282093683853537,355189.6813328003,4,166.32
275,Beam,11,0.23,0.6,6.0,29,Steel,931,11,12,15,9.96,320.612,354.024373759873,320.612,0.9056212615955762,294782.00620881503,4,80.153
276,Slab,13,6.0,5.0,0.15,1,Plywood,475,16,13,16,3.3,3.828,3.8972452166259015,3.828,0.9822322659270971,1776.241337056848,4,0.957
277,Beam,12,0.25,0.5,5.5,25,Steel,951,10,11,13,8.25,226.875,225.83076903629888,226.875,1.0046239534504409,237082.56802823313,3,75.625
278,Slab,20,7.5,4.0,0.15,1,Plywood,494,16,19,22,3.45,4.002,4.2075342001688885,4.002,0.951150913957957,2063.632265927728,4,1.0005
279,Column,2,0.3,0.45,3.3,9,Steel,945,10,1,5,4.95,49.005,56.9683851582621,49.005,0.860213956633328,44423.247885336845,5,9.801
280,Slab,3,8.0,4.0,0.15,1,Plywood,464,12,3,5,3.6,4.032,4.658328815804141,4.032,0.8655464565577213,2145.428434776917,3,1.344
281,Wall,7,3.0,0.2,3.0,13,Plywood,573,9,6,9,19.2,272.064,248.40599978143447,272.064,1.095239246392525,169028.28778365176,4,68.016
282,Column,13,0.3,0.6,3.2,6,Steel,900,10,12,14,5.76,38.016,36.28435306176644,38.016,1.047724343749103,38280.319897508634,3,12.671999999999999
283,Wall,17,4.5,0.2,3.0,11,Plywood,485,12,16,19,28.2,347.424,337.3568550295721,347.424,1.0298412343497374,174842.6223115332,4,86.856
284,Beam,13,0.23,0.6,6.0,23,Steel,887,13,14,17,9.96,258.86,252.34094036397792,258.86,1.0258343320216647,262003.80586123158,4,64.715
285,Column,12,0.35,0.55,3.0,33,Steel,921,10,11,14,5.4,196.02,210.0099073183855,196.02,0.9333845364867663,178711.92578560504,4,49.005
286,Column,24,0.23,0.45,3.2,9,Steel,969,8,25,27,4.352,42.301,43.35339506090122,42.301,0.9757251984666286,40457.91922984108,3,14.100333333333333
287,Slab,5,6.0,5.0,0.15,1,Plywood,443,15,5,7,3.3,3.795,3.4715758155375656,3.795,1.0931635089214817,1896.4892302149808,3,1.265
288,Beam,15,0.23,0.6,5.0,18,Steel,989,13,16,19,8.3,168.822,170.86208582490653,168.822,0.988060043777078,188393.81052791994,4,42.2055
289,Column,14,0.35,0.55,3.3,28,Steel,963,11,14,18,5.94,184.615,195.16129518825198,184.615,0.9459611334405265,186638.59324394714,5,36.923
290,Beam,12,0.23,0.6,4.0,13,Steel,920,10,13,17,6.64,94.952,88.3529851573541,94.952,1.0746892120384302,85185.68254649705,5,18.9904
291,Column,21,0.23,0.45,3.2,30,Steel,1002,9,20,22,4.352,142.31,163.66184603689496,142.31,0.8695368129229001,144169.3339750483,3,47.43666666666667
292,Beam,7,0.25,0.5,4.0,16,Steel,974,13,8,11,6.0,108.48,99.32304698224036,108.48,1.0921936377908037,116313.21880871992,4,27.12
293,Wall,24,4.0,0.2,3.0,12,Plywood,515,12,24,28,25.2,338.688,398.78905288019683,338.688,0.8492911165787386,195215.41665572597,5,67.7376
294,Slab,9,6.0,5.0,0.15,1,Plywood,470,14,9,12,3.3,3.762,3.497659091587048,3.762,1.0755765217510116,1802.6734531355041,4,0.9405
295,Slab,14,7.5,4.0,0.15,1,Plywood,469,13,15,17,3.45,3.898,4.494676548398412,3.898,0.8672481674769176,1759.1429180435377,3,1.2993333333333335
296,Beam,14,0.3,0.6,5.5,14,Steel,869,12,14,17,9.9,155.232,181.74499585145153,155.232,0.8541198027090561,146112.63183985284,4,38.808
297,Wall,22,4.5,0.2,3.0,24,Plywood,471,12,22,25,28.2,758.016,904.973474704658,758.016,0.8376112904827202,391978.1247179842,4,189.504
298,Column,11,0.35,0.55,2.8,26,Steel,1002,11,11,13,5.04,145.454,165.9059617167946,145.454,0.8767255769162379,150817.2585848807,3,48.48466666666667
299,Column,8,0.4,0.4,3.3,39,Steel,959,10,7,10,5.28,226.512,256.82910501455854,226.512,0.8819561162554377,231696.43426969447,4,56.628
300,Column,1,0.35,0.55,3.2,12,Steel,949,8,1,3,5.76,74.65,81.5734129659203,74.65,0.9151265992902277,81290.3496786748,3,24.883333333333336
301,Beam,10,0.25,0.5,6.0,7,Steel,927,12,11,13,9.0,70.56,79.99379483370983,70.56,0.8820684172651055,65343.692557069575,3,23.52
302,Beam,21,0.25,0.5,5.5,5,Steel,856,11,20,22,8.25,45.788,43.05746295564635,45.788,1.063416115509787,41726.319652598024,3,15.262666666666666
303,Slab,1,8.0,4.0,0.15,1,Plywood,518,16,1,3,3.6,4.176,4.4299860354352,4.176,0.94266662842646,2319.3316031770946,3,1.3920000000000001
304,Column,23,0.4,0.4,3.0,9,Steel,882,8,24,28,4.8,46.656,49.1878746694812,46.656,0.9485264470869259,43612.27963757334,5,9.331199999999999
305,Column,14,0.3,0.6,3.3,29,Steel,944,9,13,15,5.94,187.763,217.29279554906512,187.763,0.8641013592997968,199196.2008579323,3,62.58766666666667
306,Beam,4,0.23,0.45,6.0,18,Steel,981,11,3,7,8.16,163.037,169.369326050481,163.037,0.9626123206713734,171295.22801706567,5,32.6074
307,Wall,8,4.0,0.2,3.0,22,Plywood,533,9,9,11,25.2,604.296,613.6788126406378,604.296,0.9847105481770442,338702.5154963051,3,201.43200000000002
308,Column,14,0.23,0.45,2.8,29,Steel,907,8,13,16,3.808,119.267,130.2239378011909,119.267,0.9158608011230734,105427.84480972237,4,29.81675
309,Column,8,0.3,0.45,3.0,35,Steel,963,11,7,9,4.5,174.825,171.31783484462562,174.825,1.020471687367256,183616.6156461227,3,58.275
310,Column,3,0.35,0.55,3.3,28,Steel,1001,9,3,6,5.94,181.289,170.76164263602956,181.289,1.061649426659645,177191.48676389412,4,45.32225
311,Beam,17,0.23,0.6,5.0,6,Steel,903,10,18,21,8.3,54.78,57.15543512130623,54.78,0.9584390335535959,47255.88607578369,4,13.695
312,Column,17,0.35,0.55,3.0,13,Steel,880,11,18,22,5.4,77.922,79.87525601389518,77.922,0.9755461689718353,71842.64125072867,5,15.584399999999999
313,Column,3,0.23,0.45,3.2,28,Steel,931,10,2,6,4.352,134.042,129.99004199051137,134.042,1.0311712954888068,132840.89114730994,5,26.8084
314,Beam,8,0.3,0.6,4.5,27,Steel,866,13,7,9,8.1,247.131,249.66496834366848,247.131,0.9898505250437041,246077.27380460844,3,82.377
315,Column,7,0.4,0.4,3.3,32,Steel,958,11,7,11,5.28,187.546,189.40603151853404,187.546,0.9901796605756347,196282.23285424174,5,37.5092
316,Beam,17,0.23,0.6,6.0,12,Steel,938,12,18,20,9.96,133.862,133.62756337301764,133.862,1.0017544032164079,140594.6621209266,3,44.620666666666665
317,Column,19,0.4,0.4,3.0,26,Steel,965,9,18,21,4.8,136.032,137.9145773080241,136.032,0.9863496858361864,133801.4685410083,4,34.008
318,Wall,19,3.0,0.2,3.0,19,Plywood,619,12,19,22,19.2,408.576,451.7718819339025,408.576,0.9043856342962435,266004.8910783043,4,102.144
319,Beam,24,0.25,0.5,4.5,25,Steel,874,12,23,26,6.75,189.0,186.93289610819187,189.0,1.0110579996075797,189113.81949829383,4,47.25
320,Column,20,0.4,0.4,3.2,11,Steel,968,11,19,22,5.12,62.515,74.05885598658286,62.515,0.8441259207585621,62540.40757728301,4,15.62875
321,Column,9,0.23,0.45,2.8,22,Steel,901,8,9,13,3.808,90.478,106.30300083353256,90.478,0.851133075177115,90606.81665455966,5,18.095599999999997
322,Beam,3,0.23,0.6,5.0,6,Steel,876,10,2,6,8.3,54.78,57.20528197868349,54.78,0.9576038803621801,50636.07341403162,5,10.956
323,Wall,16,5.0,0.2,3.0,21,Plywood,503,11,17,19,31.2,727.272,726.1871730858511,727.272,1.0014938668078357,363912.7722788089,3,242.424
324,Column,23,0.35,0.55,3.0,6,Steel,928,8,22,26,5.4,34.992,37.11358024971944,34.992,0.9428354732837859,34618.48486172936,5,6.998399999999999
325,Column,25,0.23,0.45,2.8,18,Steel,985,11,26,28,3.808,76.084,87.84416286835574,76.084,0.8661247089806109,74464.03617920593,3,25.361333333333334
326,Column,6,0.35,0.55,3.2,27,Steel,958,10,6,10,5.76,171.072,187.45662645728933,171.072,0.9125951065751071,155791.84404342357,5,34.2144
327,Beam,6,0.3,0.6,4.5,28,Steel,926,11,6,9,8.1,251.748,287.3244101706062,251.748,0.8761803421105718,232461.06763914652,4,62.937
328,Wall,1,6.0,0.2,3.0,11,Plywood,517,9,1,5,37.2,446.028,472.707915404715,446.028,0.94355940627338,227974.30962044373,5,89.2056
329,Beam,4,0.23,0.45,6.0,13,Steel,872,10,4,6,8.16,116.688,127.17536769719405,116.688,0.917536171610177,104212.72877668828,3,38.896
330,Column,14,0.4,0.4,2.8,15,Steel,924,10,14,18,4.48,73.92,72.91813890011026,73.92,1.013739531960109,77025.57936234685,5,14.784
331,Slab,14,7.5,4.0,0.15,1,Plywood,501,16,13,16,3.45,4.002,4.484112730669735,4.002,0.8924842528216885,2060.281137654298,4,1.0005
332,Slab,10,10.0,4.0,0.15,1,Plywood,472,15,9,13,4.2,4.83,4.640284255439166,4.83,1.0408845092492893,2551.1369891297722,5,0.966
333,Column,8,0.3,0.6,2.8,13,Steel,993,10,7,9,5.04,72.072,79.88744722206204,72.072,0.9021692707198724,75941.88771916297,3,24.024
334,Column,21,0.3,0.6,2.8,35,Steel,928,11,20,23,5.04,195.804,226.783270936345,195.804,0.8633970186229457,172897.53405966252,4,48.951
